timestamp,household_id,water_usage,pressure
2024-06-28 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.46,59.1
2024-06-28 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.58,44.35
2024-06-28 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.09,47.81
2024-06-28 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.17,53.83
2024-06-28 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.02,53.52
2024-06-28 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,17.79,49.27
2024-06-28 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.22,54.66
2024-06-28 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.89,42.83
2024-06-28 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.29,44.63
2024-06-29 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,16.86,45.92
2024-06-29 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.45,52.16
2024-06-29 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.53,54.15
2024-06-29 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.58,50.17
2024-06-29 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.2,46.35
2024-06-29 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.58,54.91
2024-06-29 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.25,50.17
2024-06-29 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.87,46.59
2024-06-29 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.39,51.61
2024-06-29 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.46,53.39
2024-06-29 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.19,52.8
2024-06-29 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.17,59.6
2024-06-29 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.48,49.86
2024-06-29 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.23,49.05
2024-06-29 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.66,54.29
2024-06-29 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.31,43.92
2024-06-29 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,3.37,56.47
2024-06-29 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.5,48.95
2024-06-29 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.66,43.27
2024-06-29 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.83,47.52
2024-06-29 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.21,50.4
2024-06-29 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.68,56.39
2024-06-29 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.33,58.48
2024-06-29 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.25,45.17
2024-06-30 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.77,49.92
2024-06-30 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.9,46.34
2024-06-30 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.37,48.87
2024-06-30 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.4,58.27
2024-06-30 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.9,49.81
2024-06-30 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.55,49.76
2024-06-30 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.32,40.05
2024-06-30 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.31,59.34
2024-06-30 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.74,48.64
2024-06-30 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.89,44.51
2024-06-30 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.02,52.19
2024-06-30 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.18,52.14
2024-06-30 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.0,59.69
2024-06-30 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.45,51.66
2024-06-30 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.15,53.84
2024-06-30 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.16,48.23
2024-06-30 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,1.59,55.94
2024-06-30 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.2,40.87
2024-06-30 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.97,59.61
2024-06-30 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.38,59.09
2024-06-30 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.76,46.53
2024-06-30 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.32,52.22
2024-06-30 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.19,47.85
2024-06-30 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.92,47.13
2024-07-01 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.76,40.74
2024-07-01 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.1,44.64
2024-07-01 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.19,44.9
2024-07-01 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.16,42.93
2024-07-01 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.22,45.35
2024-07-01 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.78,50.11
2024-07-01 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.35,59.82
2024-07-01 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.01,55.65
2024-07-01 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.74,47.13
2024-07-01 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.73,47.48
2024-07-01 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.94,47.35
2024-07-01 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.29,51.36
2024-07-01 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.5,58.49
2024-07-01 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.98,44.38
2024-07-01 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.3,54.56
2024-07-01 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.81,52.65
2024-07-01 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.41,52.54
2024-07-01 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.61,58.51
2024-07-01 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.98,47.84
2024-07-01 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.5,45.08
2024-07-01 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.21,44.43
2024-07-01 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.36,59.28
2024-07-01 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.26,53.65
2024-07-01 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.42,45.21
2024-07-02 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,2.57,59.96
2024-07-02 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.44,50.42
2024-07-02 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,16.6,58.09
2024-07-02 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.04,59.49
2024-07-02 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.38,40.09
2024-07-02 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.78,41.17
2024-07-02 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.78,42.16
2024-07-02 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.68,45.59
2024-07-02 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.19,54.03
2024-07-02 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.82,43.18
2024-07-02 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.11,41.41
2024-07-02 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.1,42.51
2024-07-02 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.45,58.25
2024-07-02 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.75,43.66
2024-07-02 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.5,52.0
2024-07-02 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.8,54.79
2024-07-02 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.39,46.12
2024-07-02 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.66,42.93
2024-07-02 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.26,44.24
2024-07-02 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.63,50.65
2024-07-02 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.91,42.49
2024-07-02 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.14,59.46
2024-07-02 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.22,53.97
2024-07-02 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.7,49.63
2024-07-03 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.1,55.61
2024-07-03 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.68,54.22
2024-07-03 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.38,47.82
2024-07-03 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.74,40.06
2024-07-03 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.56,45.04
2024-07-03 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.02,59.63
2024-07-03 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.09,58.12
2024-07-03 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.05,40.08
2024-07-03 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.71,59.7
2024-07-03 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.23,55.02
2024-07-03 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.08,48.04
2024-07-03 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.42,52.86
2024-07-03 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.3,51.52
2024-07-03 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.8,52.27
2024-07-03 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.09,43.43
2024-07-03 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.13,48.74
2024-07-03 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.14,56.39
2024-07-03 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.25,58.15
2024-07-03 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.13,54.17
2024-07-03 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.19,44.98
2024-07-03 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.91,50.28
2024-07-03 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.81,45.76
2024-07-03 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.14,54.43
2024-07-03 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.18,59.59
2024-07-04 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.61,45.15
2024-07-04 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.59,44.25
2024-07-04 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.23,55.3
2024-07-04 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.82,42.16
2024-07-04 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.17,41.67
2024-07-04 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.58,50.49
2024-07-04 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.72,57.05
2024-07-04 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.06,56.84
2024-07-04 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.12,57.49
2024-07-04 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.31,41.36
2024-07-04 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.81,57.87
2024-07-04 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.87,51.2
2024-07-04 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.15,47.55
2024-07-04 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.91,53.63
2024-07-04 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.06,55.94
2024-07-04 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.31,48.81
2024-07-04 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.37,41.31
2024-07-04 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.49,47.81
2024-07-04 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.63,47.77
2024-07-04 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.47,58.39
2024-07-04 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.31,56.76
2024-07-04 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.18,48.99
2024-07-04 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.19,56.31
2024-07-04 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.77,42.28
2024-07-05 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.87,46.25
2024-07-05 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.51,55.63
2024-07-05 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.94,51.48
2024-07-05 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.65,57.4
2024-07-05 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.67,50.47
2024-07-05 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.04,54.87
2024-07-05 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.45,46.03
2024-07-05 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.78,48.67
2024-07-05 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.83,46.19
2024-07-05 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.76,45.34
2024-07-05 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.41,47.97
2024-07-05 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.93,49.93
2024-07-05 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.45,42.99
2024-07-05 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.52,50.89
2024-07-05 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.97,48.5
2024-07-05 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.97,56.51
2024-07-05 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.22,51.3
2024-07-05 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.79,59.37
2024-07-05 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.2,50.48
2024-07-05 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.36,46.14
2024-07-05 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.19,56.34
2024-07-05 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.43,43.75
2024-07-05 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.86,54.04
2024-07-05 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.98,41.46
2024-07-06 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.69,52.07
2024-07-06 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,20.55,42.21
2024-07-06 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.74,57.43
2024-07-06 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.62,57.64
2024-07-06 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,16.21,59.55
2024-07-06 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.44,41.92
2024-07-06 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,18.78,52.11
2024-07-06 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.06,51.22
2024-07-06 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.68,41.93
2024-07-06 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.76,58.33
2024-07-06 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.34,49.89
2024-07-06 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.13,43.88
2024-07-06 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.36,52.74
2024-07-06 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.8,47.53
2024-07-06 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.29,44.35
2024-07-06 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.8,43.22
2024-07-06 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.22,49.51
2024-07-06 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.59,55.38
2024-07-06 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,6.69,46.47
2024-07-06 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.22,52.59
2024-07-06 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,4.13,56.94
2024-07-06 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,5.84,45.7
2024-07-06 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.35,46.47
2024-07-06 23:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,16.18,59.91
2024-07-07 00:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.85,41.87
2024-07-07 01:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.32,45.51
2024-07-07 02:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.23,42.96
2024-07-07 03:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.51,58.02
2024-07-07 04:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.7,46.44
2024-07-07 05:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,15.12,43.99
2024-07-07 06:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.68,50.73
2024-07-07 07:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.88,52.77
2024-07-07 08:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,7.75,59.37
2024-07-07 09:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.48,50.39
2024-07-07 10:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.82,51.06
2024-07-07 11:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.19,50.73
2024-07-07 12:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.22,45.31
2024-07-07 13:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.84,46.81
2024-07-07 14:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,13.92,55.63
2024-07-07 15:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,8.46,58.52
2024-07-07 16:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,17.21,51.68
2024-07-07 17:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.65,43.94
2024-07-07 18:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,12.73,50.12
2024-07-07 19:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,11.08,59.33
2024-07-07 20:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,10.72,53.4
2024-07-07 21:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,9.15,58.53
2024-07-07 22:05:27.106698,7cc04354-8a85-4b68-98a3-a2e02ee4010b,14.72,53.33
